#	Date	Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
65	04-02-2022	Panama	721,479	+4,308	7,813 	+25	662,866	+9,682	50,800	35	163,118	1,766	5,284,883	1,194,850	4,423,053 	North America
66	04-02-2022	Uruguay	710,874	+10,363	6,606 	+27	637,482	+10,175	66,786	165	203,518	1,891	5,329,521	 1,525,800	3,492,935 	South America
67	04-02-2022	Guatemala	705,614	+3,304	16,470 	+24	645,574	+2,199	43,570	5	38,258	893	3,644,483	197,599	18,443,807 	North America
68	04-02-2022	Saudi Arabia	702,624	+3,555	8,950  	+3	657,995	+4,023	35,679	1,042	19,693	251	38,442,632	1,077,481	35,678,251 	Asia
69	04-02-2022	Azerbaijan	683,476	+7,050	8,823 	+26	637,429	+3,435	37,224		66,454	858	6,227,883	605,534	10,284,937 	Asia
70	04-02-2022	Sri Lanka	615,902	+1,243	15,544 	+29	580,220	+440	20,138		28,572	721	6,155,804	285,566	21,556,478 	Asia
71	04-02-2022	Paraguay	601,816	+3,646	17,515 	+39	521,948	+5,978	62,353	 210	82,755	2,408	2,404,509	330,642	7,272,250 	South America
72	04-02-2022	Kuwait	570,142	+5,407	2,505 	+2	513,020	+5,846	54,617	84	130,429	573	7,052,139	1,613,294	4,371,267 	Asia
73	04-02-2022	Dominican Republic	560,037	+1,101	4,319 	+4	549,973	+754	5,745	138	50,814	392	2,979,688	270,355	11,021,404 	North America
74	04-02-2022	Myanmar	537,223	+319	19,310 		513,779	+117	4,134		9,769	351	6,469,724	117,649	54,991,627  	Asia
75	04-02-2022	Palestine	522,069	+6,570	4,875 	+10	457,476	+5,795	59,718	95	98,683	921	3,078,533	581,913	5,290,366 	Asia
76	04-02-2022	Finland	514,892	+6,952	2,058 	+17	 46,000		466,834	37	92,699	371	9,531,275	1,715,970	5,554,452 	Europe
77	04-02-2022	Venezuela	492,678	+1,662	5,474 	+5	470,361	+1,827	16,843	230	17,405	193	3,359,014	118,662	28,307,389 	South America
78	04-02-2022	Ethiopia	466,289	+163	7,355 	+2	400,374	+361	58,560	233	3,902	62	4,373,295	36,597	119,500,320 	Africa
79	04-02-2022	Moldova	460,307	+5,212	10,734 	+16	397,813	+4,818	51,760	212	114,533	2,671	 2,809,100	698,954	4,019,004 	Europe
80	04-02-2022	Mongolia	447,464	+694	2,117 	+1	313,256		132,091	192	133,077	630	4,030,048	1,198,544	3,362,453 	Asia
81	04-02-2022	Libya	445,876	+3,917	6,052 	+8	397,291	+1,615	42,533	133	63,513	862	2,261,656	322,160	7,020,278 	Africa
82	04-02-2022	Egypt	435,052	+2,291	22,819 	+39	367,026	+2,498	45,207	122	4,127	216	3,693,367	35,038	105,410,797 	Africa
83	04-02-2022	Latvia	432,370	+10,137	4,934 	+11	320,217	+5,963	107,219	76	233,345	2,663	6,205,504	3,349,033	1,852,924 	Europe
84	04-02-2022	Bahrain	405,938	+7,273	1,410 		347,011	+5,156	57,517	22	226,057	785	8,904,550	4,958,733	1,795,731 	Asia
85	04-02-2022	Honduras	397,548		10,548 		127,289		259,711	105	39,145	1,039	1,189,896	117,165	10,155,747 	North America
